recommendation_id,product_id,customer_profile_id,context_id,clicks_on_similar_products,similar_products_purchased,avg_rating_given_to_similar_products,recommendation_probability
1309,565,90,15,33,16,4.50,0.9000
1310,565,90,15,34,16,4.50,0.9000
1311,565,90,15,32,17,4.50,0.9000
1312,565,90,15,33,17,4.50,0.9000
1313,564,90,15,32,16,4.40,0.9000
1314,563,90,9,31,14,4.50,0.8500
1315,563,90,16,32,15,4.40,0.8500
1316,561,90,16,36,15,4.50,0.8500
1317,560,90,16,34,15,4.40,0.8500
1318,559,90,16,37,15,4.60,0.8000
1319,559,90,16,33,14,4.40,0.8500
1320,494,90,14,12,2,3.50,0.5000
1321,405,90,8,44,18,4.80,0.8900
1322,352,90,6,15,11,4.20,0.9000
1323,334,90,16,6,1,3.20,0.4000
1324,307,90,14,35,15,4.90,0.9000
1325,297,90,16,19,8,4.00,0.8000
1326,208,90,16,23,9,4.00,0.9000
1327,160,90,22,39,17,4.90,1.0000
1328,140,90,15,21,9,4.20,0.9000
1329,94,90,10,40,17,4.70,0.9000
1330,9,90,16,35,15,4.60,0.9000
1331,9,90,16,35,16,4.60,0.9000
1332,762,91,24,9,5,3.20,0.8000
1333,551,91,16,36,14,4.90,0.9500
1334,391,91,23,37,15,4.90,0.9500
1335,391,91,23,37,16,4.90,0.9500
1336,391,91,23,29,15,4.90,0.9500
1337,225,91,14,18,8,4.00,0.7000
1338,861,92,6,15,12,4.30,0.9000
1339,760,92,24,11,4,3.40,0.8000
1340,583,92,23,17,7,4.40,0.8500
1341,581,92,14,37,14,4.90,0.9000
1342,567,92,15,34,18,4.60,0.9000
1343,566,92,16,37,16,4.70,0.9000
1344,566,92,16,37,17,4.70,0.9000
1345,566,92,16,36,17,4.60,0.9000
1346,566,92,16,37,18,4.70,0.9000
1347,566,92,16,37,19,4.70,0.9000
1348,566,92,16,36,18,4.70,0.9000
1349,566,92,16,36,19,4.80,0.9000
1350,566,92,16,37,20,4.80,0.9000
1351,562,92,16,36,16,4.60,0.8500
1352,497,92,14,11,2,3.40,0.6000
1353,411,92,21,23,7,4.60,0.9000
1354,409,92,23,22,8,4.50,0.8500
1355,391,92,21,30,16,4.90,0.9500
1356,290,92,13,23,9,4.50,0.9000
1357,288,92,13,23,8,4.60,0.8500
1358,214,92,10,42,16,4.90,0.9500
1359,213,92,10,41,17,4.90,0.9500
1360,161,92,22,41,18,4.90,1.0000
1361,136,92,24,36,12,4.90,0.9300
1362,97,92,10,38,17,4.70,0.9500
1363,97,92,10,38,18,4.80,0.9500
1364,97,92,10,38,19,4.80,0.9500
1365,97,92,10,38,20,4.80,0.9500
1366,97,92,10,40,19,4.80,0.9500
1367,97,92,10,40,20,4.80,0.9500
1368,97,92,10,38,20,4.80,0.9500
1369,96,92,10,40,16,4.70,0.9000
1370,95,92,10,39,16,4.70,0.9000
1371,9,92,16,38,16,4.60,0.9000
1372,9,92,16,35,14,4.60,0.9000
1373,9,92,16,40,17,4.80,0.9000
1374,8,92,16,38,16,4.70,0.9000
1375,7,92,16,35,17,4.60,0.9000
1376,7,92,16,35,18,4.60,0.9000
1377,7,92,16,35,19,4.70,0.9000
1378,765,93,24,13,6,3.30,0.8000
1379,498,93,21,24,9,4.50,0.8000
1380,496,93,21,26,9,4.40,0.8000
1381,395,93,15,32,11,4.80,0.9500
1382,392,93,21,31,17,5.00,0.9500
1383,226,93,14,20,9,3.90,0.7000
1384,162,93,22,43,19,4.90,1.0000
1385,862,94,13,25,11,4.40,0.9000
1386,772,94,16,34,15,4.50,0.9500
1387,772,94,16,34,14,4.50,0.9500
1388,771,94,16,44,17,4.80,0.9500
1389,705,94,22,5,2,2.80,0.1000
1390,665,94,5,13,5,3.40,0.8000
1391,661,94,24,27,13,4.60,0.9000
1392,501,94,14,10,3,3.20,0.6000
1393,414,94,21,31,13,4.70,0.9000
1394,414,94,21,27,13,4.70,0.9000
1395,413,94,21,32,12,4.60,0.9000
1396,412,94,21,29,11,4.50,0.9000
1397,316,94,13,34,13,4.80,0.9500
1398,239,94,18,40,15,4.90,0.9000
1399,212,94,16,43,17,4.80,0.9500
1400,212,94,16,39,17,4.80,0.9500
1401,212,94,10,41,18,4.80,0.9500
1402,212,94,16,39,19,4.80,0.9500
1403,212,94,10,41,20,4.80,0.9500
1404,211,94,10,42,18,4.80,0.9500
1405,134,94,23,31,13,4.70,0.9000
1406,9,94,16,34,15,4.50,0.9000
1407,767,95,24,15,6,3.50,0.8000
1408,503,95,14,11,3,3.40,0.6000
1409,316,95,13,32,14,4.80,0.9500
1410,315,95,13,34,15,4.80,0.9000
1411,315,95,13,36,15,4.80,0.9000
1412,315,95,13,34,16,4.80,0.9000
1413,315,95,13,28,14,4.80,0.9000
1414,314,95,13,33,12,4.70,0.9000
1415,314,95,13,36,13,4.70,0.9000
1416,314,95,13,33,14,4.70,0.9000
1417,314,95,13,35,14,4.70,0.9000
1418,314,95,13,33,15,4.70,0.9000
1419,227,95,14,22,10,4.00,0.7000
1420,55,95,17,25,10,4.30,0.8000
1421,679,96,12,28,10,4.70,1.0000
1422,670,96,16,28,14,4.70,0.9000
1423,619,96,6,45,18,4.90,1.0000
1424,505,96,14,12,4,3.60,0.6000
1425,413,96,23,35,12,4.60,0.9000
1426,413,96,21,30,12,4.60,0.9000
1427,292,96,15,24,11,4.60,0.9500
1428,215,96,16,44,18,4.80,0.9500
1429,215,96,16,43,18,4.80,0.9500
1430,68,96,16,46,18,4.80,0.9500
1431,68,96,16,45,18,4.80,0.9500
1432,65,96,15,47,19,4.80,0.8500
1433,806,97,15,50,20,4.50,1.0000
1434,768,97,24,17,7,3.80,0.8000
1435,671,97,16,30,15,4.60,0.9000
1436,506,97,14,13,5,3.00,0.6000
1437,293,97,15,30,12,4.50,0.9500
1438,709,98,16,50,20,5.00,1.0000
1439,709,98,16,50,20,5.00,1.0000
1440,709,98,16,50,20,5.00,1.0000
1441,709,98,16,50,20,5.00,1.0000
1442,709,98,16,50,20,5.00,1.0000
1443,709,98,16,50,20,5.00,1.0000
1444,708,98,16,50,20,5.00,1.0000
1445,678,98,12,26,9,4.80,1.0000
1446,677,98,14,25,8,4.80,1.0000
1447,672,98,16,32,16,4.80,0.9000
1448,558,98,23,43,18,4.90,0.7500
1449,218,98,16,48,20,5.00,1.0000
1450,218,98,16,47,20,5.00,1.0000
1451,218,98,16,48,20,5.00,1.0000
1452,217,98,10,45,19,4.90,0.9500
1453,217,98,10,49,20,4.90,0.9500
1454,217,98,10,45,19,4.90,0.9500
1455,217,98,10,49,20,4.90,0.9500
1456,217,98,10,49,20,4.90,0.9500
1457,217,98,16,48,20,4.90,0.9500
1458,216,98,10,49,19,4.90,0.9500
1459,216,98,10,48,19,4.90,0.9500
1460,216,98,10,47,20,4.90,0.9500
1461,216,98,10,49,20,4.90,0.9500
1462,215,98,10,47,19,4.90,0.9500
1463,215,98,10,47,19,4.90,0.9500
1464,67,98,16,46,19,4.90,0.9500
1465,66,98,16,48,19,4.90,0.9500
1466,680,99,12,30,11,4.60,1.0000
1467,673,99,16,34,17,4.70,0.9000
1468,674,100,16,36,18,4.80,0.9000
1469,675,101,16,38,19,4.90,0.9000
1470,681,102,12,31,12,4.70,1.0000
1471,676,102,16,40,20,4.90,0.9000
1472,682,103,12,33,13,4.80,1.0000
1473,683,104,12,35,14,4.80,1.0000
1474,684,105,12,37,15,4.90,1.0000
